galaxyID,redshiftHubble,ra,dec,mra,mdec,mass_ratio,chirp_mass,luminosity_distance,theta_jn,psi,phase,chi_1,chi_2,Network SNR,Individual SNR minimum
9816000415662,0.750318169593811,67.33435706472397,-36.40470988685337,0.9752493911946658,-63.61744712042855,0.4611066788769815,65.43993433263574,4652.99935687692,0.3462063356291859,0.7437910410044221,1.3010299991490648,0.0339783450227612,-0.1323613655076933,16.432510026698072,7.479512872950196
9942000707774,0.9415249824523926,62.126895321452565,-38.885599517715576,79.8699625367808,-89.2165523179865,0.3799824911823282,90.1867154732272,6173.487107857156,0.6665836688558372,2.325734266483452,0.3767539514276982,-0.0192843657288309,-0.1034745085292948,11.321236908953937,4.168361513011509
9559000730521,0.9508397579193116,64.40449035605548,-34.861850570452106,20.92673545642174,-58.21506605614559,0.8187321310803393,111.2852036293516,6249.91241668842,2.2272411870012085,2.9145591863910503,3.262416133433574,-0.4700996490672868,-0.0935265549468435,10.33884517401096,4.824418998370905
9815101993115,1.072291135787964,63.90310932066824,-37.792966116329566,87.37882480080589,-28.334322995244293,0.8848437440103287,71.09628629261438,7264.214288263594,3.043310092391184,2.08801543590933,2.012352476946527,-5.397262845988923e-05,-0.2728194500054339,11.140131003771746,4.68414433391547
9816000814258,0.9991267919540404,68.22427519738801,-37.714765197136,70.81125720374985,-86.23659487214172,0.7946614531718409,111.12812007205883,6649.296108182815,0.5256857536482945,0.0540602697927228,0.100829818720977,0.1053480660572928,-0.4303583382795901,12.7257828639319,6.442031664819045
10327101910422,1.1217012405395508,68.92387454071654,-44.63643498640411,36.615390499762725,-13.49758598811968,0.6719191686077285,83.41694291933013,7685.770114283281,0.6065555327384267,1.6030724899220388,3.7261575233602295,0.6940931634748815,0.0363776322772483,11.12955004576583,3.3690242090520144
9816000809928,0.9672772884368896,67.99723667891655,-37.27025640363144,67.01166750810808,-36.4400776829134,0.7039850464556825,94.58167222203616,6385.270720984396,0.1632484152299763,0.1240687987082839,2.1060632109067723,0.0018732172340321,-0.7834901045587975,15.37805841017633,7.012737888480874
10070000138885,0.4797751903533935,61.60296443620793,-40.203358385389976,43.56105848631705,-32.522349149832735,0.7982409048946189,102.77055294003098,2690.2838472333733,1.282691307115511,0.7857998720595258,0.1152932867540276,-0.3090188330068503,0.147915500614512,13.29082356641194,4.23667708165871
10450101878182,1.1789757498086322,67.03986141502908,-43.8146079610284,55.91331657921546,-72.09525710318849,0.8683110870910077,100.72209702650444,8180.391917798775,2.913067441977198,1.9420959705595813,0.6969355795918216,-0.1650020682778135,-0.1859545890198664,10.381672854655356,3.618505708588966
10198000008819,0.2044816017150879,63.074058174811206,-42.26991381538278,78.35505507203925,-42.71138296321442,0.8395527952268408,89.951775218335,995.815509258714,1.3321881870647347,0.8229198892285357,1.5392502882941757,0.0049385937054286,0.3555196971112511,21.47248565402436,12.07150231969378
9686102137242,1.049820872880303,63.497495953639294,-34.792776705551205,48.04051872462151,-55.40930474354536,0.5627939182338152,91.07703220480197,7074.149785374872,0.6265140593186207,1.7132323275420358,1.499639994000532,-0.2227857718263046,0.5626898404413181,10.404837729247111,3.715040510892397
9942102162553,1.045879364013672,63.50696538542887,-39.600775042238354,33.54521854937775,-76.66778898000484,0.8198968956578631,73.18246354591037,7040.91944094985,0.3210291079096838,0.2477431173331049,5.3628730523941766,0.0232293399895782,0.3690977756574101,13.598488973740745,4.638788941797188
10327102100158,1.0149164199829102,67.71935833479357,-43.6359048506925,8.254030571668409,-76.41883582279843,0.8845700885333508,85.34249317876541,6781.027506093762,2.45620641897278,0.3118107464201285,1.3512654446050294,0.1667355428919993,0.2909412157228592,9.563136519134648,3.2539751526800007
10326000614047,0.8712723255157471,65.71671336355595,-42.75400129581129,19.1127115864656,-69.80726701705862,0.690400602579059,111.53284759461108,5603.815558090133,2.7523090887580923,0.0862487391769267,5.597738195264911,0.3539098566024969,0.5431546607166284,23.41707813547926,10.370463920803656
9686000703797,0.9516705274581908,62.99459521286854,-36.81354568824368,59.04415413601964,-7.162613669075654,0.6395380812195596,98.88699837868988,6256.738528044457,2.6817137107087814,0.3612897364226303,4.408758434421886,-0.4728894387956122,0.3158245482067755,10.554896039546945,4.592851410010669
9942000275130,0.6506603956222534,63.39821298185673,-38.287335175592176,25.570435439847643,-9.811982560408069,0.7662362311435656,115.83666824524512,3901.376174143289,1.986095983328176,0.0608225274218952,1.034606995723952,0.4495529143200081,-0.0709069472259511,19.04024582118884,4.766415602436978
9816000480237,0.8070050477981567,66.75292912926432,-36.93929905257024,26.810685488191663,-30.777922894092622,0.6869271735871383,80.0122853214851,5093.651863258258,0.7173883169548446,0.7325768164007861,1.0347841984597657,-0.0493531219361346,0.0363492090711659,9.239512809564111,2.87008513260406
