galaxyID,redshiftHubble,ra,dec,mra,mdec,mass_ratio,chirp_mass,luminosity_distance,theta_jn,psi,phase,a_1,a_2,tilt_1,tilt_2,phi_12,phi_jl,Individual SNR minimum,Network SNR
10327000105393,0.451297402381897,69.52501127465648,-43.44204857402272,9.881443716178184,-62.68826065978647,0.5894936522781524,84.56029095804853,2499.1763654302604,0.8157479631540258,2.8944362669929595,3.383108383197043,0.6412860872677838,0.6780851001006951,1.0220658751740928,1.3362523378775066,5.115369752578103,1.6776631553496757,15.718957937882143,30.797228443522062
10198000758538,0.9671796560287476,64.15738112873947,-42.12937948037112,4.820879799051909,-5.90657273872057,0.7976544411858516,105.27881038797612,6384.464906522856,0.7734532061910244,0.4009211908109001,5.657032237184386,0.0253940013369785,0.6071995491945784,0.496718407437884,0.9556897362244277,4.562054427724166,0.1976721010002029,4.413962432385434,10.4810613013682
10072101693060,1.241736650466919,68.61743045516484,-40.40027804807278,15.599027071730234,-86.29183838912286,0.9219106546206264,106.239528676542,8729.358882050257,0.7337285436093867,0.924356439103094,4.560934103302995,0.2447707432115959,0.2438290851945033,1.5179997415125297,2.676479436514354,5.922328935115594,2.662239372592033,4.879191578739504,9.68006071063404
10199000073760,0.3726900815963745,66.14057043133572,-40.798318796026535,4.096485275833402,-68.74403945537051,0.8997591379425653,78.53823804537866,1989.371245781789,2.255913128503456,0.8092725890354189,1.446054843197539,0.8174530130531321,0.9231857227168588,1.429964006581078,2.197562415537568,1.905918188657555,4.173498817941438,4.378811344334394,20.254961751977408
9942000382295,0.7253012657165527,63.45849711167899,-37.36501795066371,65.11636821311549,-14.987692390408483,0.8006686771622108,80.00967758484485,4461.470935987491,1.24415846472602,1.7042736947824553,1.8701802907206149,0.3364485612252001,0.4710554418007247,2.6718998147634063,1.3422982030316253,3.468924125147,1.614179152040658,2.91946745818321,13.687771346810202
10072000116173,0.4609885215759277,67.26614554918885,-41.36361230162092,32.18820036269608,-77.21483684622217,0.6055481158178868,119.14781722551828,2563.841239460807,1.9187311263999207,1.969855147778844,2.0402804395418133,0.5830649010442148,0.8634386298475826,1.122050667493654,2.321607770755053,3.243363724615532,1.996224973045102,6.841453571745029,16.51955011151308
10199000127596,0.482837438583374,66.36806172595766,-42.20461041098315,24.4162095937063,-89.18610520588118,0.536168949596562,53.38396716935041,2711.0283793699623,1.86374403289553,2.0272211263134925,3.869505106932661,0.1297538160405494,0.8561917278196175,2.906885375367421,0.9242868530605736,3.586510281095983,4.988307387705749,3.298253572536165,9.326200267148613
10200000231460,0.578951358795166,69.38692299704459,-42.66987515010032,11.548630745033734,-50.26594073030719,0.8741606939735058,62.61470832017115,3380.396548697913,2.720768711733139,1.5660590973404895,0.6100825704326569,0.7074642699339947,0.8451620498884213,1.96889798440128,0.735210598887713,0.9293981851808292,5.25799938095317,8.121021237672592,17.541716207940823
9815000135227,0.4922243356704712,64.86952847478153,-36.405972357381344,68.4554307248327,-80.11812603537692,0.7466789065265669,53.66170373391182,2774.8494691389224,1.6107995818909346,1.378522216467283,2.809321575663642,0.4491416965714162,0.1594465918121183,0.6626149010121134,1.245484288428789,3.662323834672773,2.3115971537993687,4.016515617337156,11.4015025228515
9559000652824,0.8650857210159302,65.64880246643654,-34.50030060817673,61.29412167874398,-12.702900016651256,0.4121583113668235,79.38149259697917,5554.236510239703,2.910129924389385,2.2637692428429803,0.4255362387367584,0.8072327846199411,0.8420924641474463,1.4367751152718051,2.393891858498494,0.7658944016019754,3.9148367889039344,5.440799849314861,11.9018123456876
